Krankenhaus,Adresse,n_Betten,url
Fachklinikum Bernburg Tagesklinik Wittenberg,"Puschkinstraße 7, 06886 Luth. Wittenberg",18,https://www.salus-lsa.de
MediClin Herzzentrum Coswig,"Lerchenfeld 1, 06869 Coswig (Anhalt)",113,http://www.herzzentrum-coswig.de
Dessau-Roßlau,"Gropiusallee 3, 06846 Dessau-Roßlau",165,http://www.ediacon.de
Asklepios Klinik Weißenfels,"Naumburger Straße 76, 06667 Weißenfels",410,http://www.asklepios.com/weissenfels
AGAPLESION DIAKONIEKRANKENHAUS SEEHAUSEN,"Dr. Albert Steinert Platz 1, 39615 Seehausen/Altmark",112,http://dkhseehausen.de
Salus gGmbH Fachklinikum Uchtspringe,"Emil-Kraepelin-Straße 6, 39576 Hansestadt Stendal",306,https://www.salus-lsa.de/kliniken-einrichtungen-leistungen/fachklinikum-uchtspringe/
Salus gGmbH Tagesklinik für Erwachsenenpsychiatrie/-psychotherapie Stendal,"Stadtseeallee 1, 39576 Hansestadt Stendal",21,https://www.salus-lsa.de/kliniken-einrichtungen-leistungen/fachklinikum-uchtspringe/kliniken-leistungen/kliniken/psychiatrie-und-psychotherapie/tageskliniken/tagesklinik-stendal/tagesklinik-stendal/
Salus gGmbH Tagesklinik für Erwachsenenpsychiatrie/-psychotherapie Salzwedel,"Schillerstraße 2, 29410 Salzwedel",23,https://www.salus-lsa.de/kliniken-einrichtungen-leistungen/fachklinikum-uchtspringe/kliniken-leistungen/kliniken/psychiatrie-und-psychotherapie/tageskliniken/tagesklinik-salzwedel/tagesklinik-salzwedel/
Salus gGmbH Tagesklinik für Erwachsenenpsychiatrie/-psychotherapie Seehausen,"Dr. Albert Steinert Platz 1, 39615 Seehausen",18,https://www.salus-lsa.de/kliniken-einrichtungen-leistungen/fachklinikum-uchtspringe/kliniken-leistungen/kliniken/psychiatrie-und-psychotherapie/tageskliniken/tagesklinik-seehausen/tagesklinik-seehausen/
"Salus gGmbH Tagesklinik für Kinder- und Jugendpsychiatrie, Psychosomatik und Psychotherapie Stendal","Westwall 44/45, 39576 Stendal",14,https://www.salus-lsa.de/kliniken-einrichtungen-leistungen/fachklinikum-uchtspringe/kliniken-leistungen/kliniken/kinder-und-jugendpsychiatrie-psychosomatik-und-psychotherapie/tageskliniken/tagesklinik-stendal/tagesklinik-stendal/
"Salus gGmbH Tagesklinik für Kinder- und Jugendpsychiatrie, Psychosomatik und Psychotherapie Salzwedel","Schillerstraße 2, 29410 Salzwedel",16,https://www.salus-lsa.de/kliniken-einrichtungen-leistungen/fachklinikum-uchtspringe/kliniken-leistungen/kliniken/kinder-und-jugendpsychiatrie-psychosomatik-und-psychotherapie/tageskliniken/tagesklinik-salzwedel/tagesklinik-salzwedel/
HELIOS Fachklinik Vogelsang - Gommern,"Sophie-von-Boettcher-Straße 1, 39245 Vogelsang-Gommern",160,https://www.helios-gesundheit.de/kliniken/vogelsang-gommern
MEDIAN Klinik NRZ Magdeburg,"Gustav-Ricker-Str. 4, 39120 Magdeburg",100,https://www.median-kliniken.de/de/median-klinik-nrz-magdeburg/
Krankenhaus St. Marienstift Magdeburg GmbH,"Harsdorfer Straße 30, 39110 Magdeburg",169,https://www.st-marienstift.de
AMEOS Klinikum Haldensleben,"Kiefholzstraße 4, 39340 Haldensleben",170,http://www.ameos.eu
AMEOS Klinikum Halberstadt,"Gleimstraße 5, 38820 Halberstadt",453,http://www.ameos.eu/standorte/ameos-ost/halberstadt/
Elisabeth Klinikum Schmalkalden GmbH,"Eichelbach 9, 98574 Schmalkalden",148,http://www.elisabeth-klinikum.de/
Klinikum Bad Salzungen GmbH,"Lindigallee 3, 36433 Bad Salzungen",423,https://www.klinikum-badsalzungen.de
Helios Fachkliniken Hildburghausen,"Eisfelder Straße 41, 98646 Hildburghausen",347,http://www.helios-gesundheit.de/hildburghausen
Helios Fachkliniken Hildburghausen/ Psychiatrische Tagesklinik Ilmenau,"Weimarer Straße 1d, 98693 Ilmenau",22,http://www.helios-kliniken.de/hildburghausen
Helios Fachkliniken Hildburghausen/Psychiatrische Tagesklinik Sonneberg,"Köppelsdorfer Straße 36, 96515 Sonneberg",21,http://www.helios-gesundheit.de/hildburghausen
Helios Fachkliniken Hildburghausen/Psychiatrische Tagesklinik Suhl,"Platz der Deutschen Einheit 4, 98527 Suhl",19,http://www.helios-gesundheit.de/hildburghausen
Helios Fachkliniken Hildburghausen/Psychiatrische Tagesklinik Meiningen,"Charlottenstraße 4, 98617 Meiningen",21,http://www.helios-kliniken.de/hildburghausen
"Thüringen-Kliniken &quot;Georgius Agricola&quot;, Standort Saalfeld","Rainweg 68, 07318 Saalfeld",529,http://www.thueringen-kliniken.de
"Thüringen-Kliniken &quot;Georgius Agricola&quot;, Standort Rudolstadt","Hugo Trinckler Straße  2-4, 07407 Rudolstadt",187,https://www.thueringen-kliniken.de/
"Thüringen-Kliniken &quot;Georgius Agricola&quot;, Standort Pößneck","Hohes Gäßchen 8-10, 07381 Pößneck",108,http://www.thueringen-kliniken.de
"Thüringen-Kliniken &quot;Georgius Agricola&quot;, Tagesklinik","Jenaische Straße 14, 07407 Rudolstadt",12,http://www.thueringen-kliniken.de
Marienstift Arnstadt -Fachklinik für Orthopädie,"Wachsenburgallee  12, 99310 Arnstadt",106,https://www.marienstift-arnstadt.de/
HELIOS Klinik Bleicherode GmbH,"Barbarastraße  11, 99752 Bleicherode",101,http://www.helios-kliniken.de/klinik/bleicherode.html
SRH Krankenhaus Waltershausen-Friedrichroda GmbH,"Reinhardsbrunner Straße 17, 99894 Friedrichroda",185,http://www.krankenhaus-waltershausen-friedrichroda.de/
Waldkliniken Eisenberg,"Klosterlausnitzer Straße 81, 07607 Eisenberg",204,https://www.waldkliniken-eisenberg.de
Kreiskrankenhaus Greiz GmbH,"Wichmannstr. 12, 07973 Greiz",289,http://www.hospital-greiz.de
Katholisches Krankenhaus &quot;St. Johann Nepomuk&quot; Erfurt,"Haarbergstraße 72, 99097 Erfurt",428,http://www.kkh-erfurt.de
HELIOS Klinik Blankenhain,"Wirthstraße 5, 99444 Blankenhain",125,https://www.helios-gesundheit.de/kliniken/blankenhain/
Robert-Koch-Krankenhaus Apolda GmbH,"Jenaer Straße 66, 99510 Apolda",179,http://www.rkk-apolda.de
Südharz Klinikum Nordhausen gGmbH,"Dr.-Robert-Koch-Straße 39, 99734 Nordhausen",867,http://www.shk-ndh.de
Lungenklinik Neustadt GmbH,"Badestraße 23, 99768 Harztor OT Neustadt",65,https://doceins.de/neustadt/
Ökumenisches Hainich Klinikum gGmbH,"Pafferode 102, 99974 Mühlhausen",523,http://www.oehk.de
Ökumenisches Hainich Klinikum - Tagesklinik Heiligenstadt,"Petristraße 51, 37308 Heilbad Heiligenstadt",23,http://www.oehk.de
Ökumenisches Hainich Klinikum - Tagesklinik Bad Frankenhausen,"Stiftstraße 2-4, 06567 Bad Frankenhausen",22,http://www.oehk.de
Ökumenisches Hainich Klinikum - Tagesklinik Eisenach,"Mühlhäuser Str. 89, 99817 Eisenach",10,http://www.oehk.de
Tagesklinik und Ambulanz Bad Salzungen der Klinik für Kinder- und Jugendpsychiatrie und -psychotherapie des ÖHK Mühlhausen,"Mathilde-Wurm-Straße 7, 36433 Bad Salzungen",4,http://www.oehk.de
Tagesklinik und Ambulanz Gotha der Klinik für Kinder- u. Jugendpsychiatrie u. -psychotherapie des ÖHK Mühlhausen,"Bahnhofstrasse 2-4, 99867 Gotha",3,https://www.oehk.de
St.-Elisabeth-Krankenhaus Fachklinik für Geriatrie,"Bahnhofstraße  19, 99976 Lengenfeld unterm Stein ",114,http://www.kh-lengenfeld.de
"Hufeland Klinikum GmbH, Standort Bad Langensalza","Rudolph-Weiss-Straße 1-5, 99947 Bad Langensalza",239,http://www.hufeland.de
"Hufeland Klinikum GmbH, Standort Mühlhausen","Langensalzaer Landstraße 1, 99974 Mühlhausen",321,http://www.hufeland.de
SRH Wald-Klinikum Gera GmbH,"Straße des Friedens 122, 07548 Gera",965,http://www.waldklinikumgera.de
Kreiskrankenhaus Ronneburg,"Rudolf-Breitscheid-Platz 1, 07580 Ronneburg",114,http://www.krankenhaus-ronneburg.de
Kreiskrankenhaus Schleiz GmbH,"Berthold-Schmidt-Straße 7-9, 07907 Schleiz",122,http://www.hospital-schleiz.de
"Klinik für Psychiatrie, Psychotherapie und Psychosomatik Altenburg","Zeitzer Str. 28, 04600 Altenburg",130,http://www.lukasstiftung-altenburg.de
Klinikum Altenburger Land GmbH,"Am Waldessaum 10, 04600 Altenburg",419,http://www.klinikum-altenburgerland.de/kkhabg
Zentralklinik Bad Berka GmbH,"Robert-Koch-Allee 9, 99437 Bad Berka",728,http://www.zentralklinik.de
Universitätsklinikum Jena,"Bachstraße 18, 07743 Jena",1.403,https://www.uniklinikum-jena.de
Klinik an der Weißenburg,"Weißen 1, 07407 Uhlstädt-Kirchhasel",42,http://klinik-weissenburg.de/startseite/
Fachkrankenhaus für Dermatologie Schloss Friedensburg GmbH,"Schloßstraße 25, 07338 Leutenberg",70,http://www.schlossfriedensburg.de/
MEDINOS Kliniken des Landkreises Sonneberg GmbH - Standort Sonneberg,"Neustadter Straße  61, 96515 Sonneberg",224,http://www.regiomed-kliniken.de/
MEDINOS Kliniken des Landkreises Sonneberg GmbH - Standort Neuhaus,"Neustadter Straße 61, 96515 Sonneberg",95,http://www.regiomed-kliniken.de/
HELIOS Klinikum Meiningen,"Bergstraße 3, 98617 Meiningen",441,http://www.helios-kliniken.de/meiningen
Helios Klinikum Gotha,"Heliosstraße 1, 99867 Gotha",341,https://www.helios-gesundheit.de/kliniken/gotha/
Geriatrische Fachklinik Georgenhaus,"Ernststraße 7, 98617 Meiningen",143,http://www.sozialwerk-meiningen.de
Henneberg-Kliniken-Betriebsgesellschaft mbH,"Schleusinger Str. 17, 98646 Hildburghausen",189,https://www.regiomed-kliniken.de
SRH Zentralklinikum Suhl GmbH,"Albert-Schweitzer-Straße 2, 98527 Suhl",640,http://www.zentralklinikum-suhl.de
Sophien- und Hufeland-Klinikum gGmbH,"Henry-van-de-Velde-Straße 2, 99425 Weimar",545,http://www.klinikum-weimar.de
"Sophien- u. Hufeland-Klinikum gGmbH, psychiatr.-psychotherap. Tagesklinik Apolda","Darrplatz 1, 99510 Apolda",16,http://www.klinikum-weimar.de
m&amp;i-Fachklinik Bad Liebenstein,"Kurpromenade 2, 36448 Bad Liebenstein",66,http://www.fachklinik-bad-liebenstein.de
MEDIAN Klinik Bad Tennstedt,"Badeweg 2, 99955 Bad Tennstedt",73,https://www.median-kliniken.de/de/standorte/median-klinik-bad-tennstedt
Moritz Klinik GmbH &amp;amp; Co. KG,"Hermann-Sachse-Straße 46, 07639 Bad Klosterlausnitz",52,http://www.moritz-klinik.de/
Eichsfeld Klinikum gGmbH,"Windische Gasse 112, 37308 Heilbad Heiligenstadt",155,http://www.eichsfeld-klinikum.de
Eichsfeld Klinikum gGmbH,"Klosterstraße 7, 37355 Kleinbartloff OT Reifenstein",105,http://www.eichsfeld-klinikum.de
Eichsfeld Klinikum gGmbH,"Elisabethstraße 61, 37339 Leinefelde-Worbis OT Worbis",93,http://www.eichsfeld-klinikum.de
HELIOS Klinikum Erfurt,"Nordhäuser Straße 74, 99089 Erfurt",1.261,https://www.helios-gesundheit.de/kliniken/erfurt/
MEDIAN Heinrich-Mann-Klinik,"Heinrich-Mann-Straße  34, 36448 Bad Liebenstein",62,http://www.heinrich-mann-klinik.de
Asklepios Fachklinikum Stadtroda,"Bahnhofstr. 1a, 07646 Stadtroda",370,http://www.asklepios.com/stadtroda
Asklepios Fachklinikum Stadtroda TK Greiz,"Wichmannstraße 12, 07973 Greiz",22,http://www.asklepios.com/stadtroda
Asklepios Fachklinikum Stadtroda TK Gera,"Werner-Petzold-Straße 17, 07549 Gera",19,http://www.asklepios.com/stadtroda
Asklepios Fachklinikum Stadtroda TK Pößneck,"Kurzackerstr. 12, 07381 Pößneck",31,http://www.asklepios.com/stadtroda
St. Georg Klinikum Eisenach gGmbH,"Mühlhäuser Straße 94-95, 99817 Eisenach",461,http://www.stgeorgklinikum.de
KMG Manniske Klinik Bad Frankenhausen,"An der Wipper 2, 06567 Bad Frankenhausen",128,http://kmg-kliniken.de/
KMG Klinikum Sömmerda,"Bahnhofstraße 36, 99610 Sömmerda",178,http://kmg-kliniken.de
KMG Klinikum Sondershausen,"Hospitalstrasse 2, 99706 Sondershausen",151,http://kmg-kliniken.de
Ilm-Kreis-Kliniken Arnstadt-Ilmenau gGmbH,"Bärwinkelstraße 33, 99310 Arnstadt",195,http://www.ilm-kreis-kliniken.de
Ilm-Kreis-Kliniken Arnstadt-Ilmenau gGmbH,"Oehrenstöcker Straße 32, 98693 Ilmenau",182,http://www.ilm-kreis-kliniken.de
Universitätsmedizin Essen Ruhrlandklinik - Westdeutsches Lungenzentrum,"Tüschener Str. 40, 45239 Essen",243,http://www.ruhrlandklinik.de/
Klinik Donaustauf,"Ludwigstrasse 68, 93093 Donaustauf",120,http://www.klinik-donaustauf.de/
LungenClinic Grosshansdorf,"Wöhrendamm 80, 22927 Großhansdorf",179,http://www.lungenclinic.de
Thoraxklinik Heidelberg,"Röntgenstraße 1, 69126 Heidelberg",310,http://www.thoraxklinik-heidelberg.de/
Tagesklinik für Psychiatrie und Psychotherapie der BRÜCKE Lübeck gGmbH,"Spillerstraße 2a-b, 23564 Lübeck",37,http://www.diebruecke-luebeck.de/behandlung-reha/tagesklinik/
Fachklinik Bokholt,"Hanredder 30-32, 25335 Bokholt-Hanredder",36,http://www.therapiehilfe.de
Psychiatrische Tagesklinik Heide,"Neue Anlage 18, 25746 Heide",15,http://www.bruecke-sh.de
Allgemeinpsychiatrische Tagesklinik KIELER FENSTER,"Alte Lübecker Chaussee 1, 24114 Kiel",34,http://www.kieler-fenster.de
Tagesklinik Ostholstein,"Rettiner Weg 30, 23730 Neustadt i. H.",34,http://www.tagesklinik-ostholstein.de
Katharinen Hospiz am Park,"Mühlenstraße 1, 24937 Flensburg",12,http://www.katharinen-hospiz.de
Psychiatrische Tagesklinik Preetz,"Wakendorfer Straße 18, 24211 Preetz",17,http://www.bruecke-sh.de
Psychiatrisches Krankenhaus Rickling (TK Kaltenkirchen),"Flottkamp 15a, 24568 Kaltenkirchen",29,http://www.tagesklinik-kaltenkirchen.de
Ev.-luth. Diakonissenanstalt Psychiatrische Tagesklinik,"Marienhölzungsweg 21, 24939 Flensburg",32,https://www.diako.de/
&quot;janssen-haus&quot; Psychiatrische Tagesklinik Hamburg-Mitte GmbH Ein Unternehmen des Universitätsklinium Eppendorf,"Budapester Straße 38, 20359 Hamburg",26,https://www.uke.de/organisationsstruktur/-tochtergesellschaften/janssen-haus/index.html
Albert-Schweitzer-Therapeutikum. Fachklinik für Kinder- und Jugendpsychiatrie und Psychotherapie,"Pipping 5, 37603 Holzminden",24,https://www.familienwerk.info/einrichtungen/klinik-holzminden
Wolfgang-Winckler-Haus Entgiftungsstaion,"Ehlhaltener Straße 11-13, 65779 Kelkheim-Eppenhain",6,http://www.jj-ev.de
DRK Tagesklinik Bad Kreuznach,"Salinenstraße  135, 55543 Bad Kreuznach",24,http://www.drk-tk-badkreuznach.de
Johanniter GmbH Johanniter-Zentrum für Kinder- und Jugendpsychiatrie,"Am Carmen-Sylva-Garten  6 - 10a, 56564 Neuwied",24,http://www.johanniter-zentrum.de
Gemeinnützige Gesellschaft für Paritätische Sozialarbeit Tagesklinik für Psychiatrie und Psychotherapie,"Drechslerweg 25, 55128 Mainz",39,http://www.gps-rps.de/
DRK Tagesklinik Worms,"Maximilianstraße  10, 67547 Worms",20,http://www.drk-tk-worms.de
Tagesklinik im Schlössle,"Stuttgarter Straße 62, 72622 Nürtingen",25,https://www.samariterstiftung.de/sozialpsychiatrie/tagesklinik/tagesklinik-im-schloessle/
SRH Fachkrankenhaus Neresheim GmbH,"Kösinger Straße 11, 73450 Neresheim",55,http://www.fachkrankenhaus-neresheim.de/
Panoramaklinik Esslingen,"Mühlbergstraße 66, 73728 Esslingen",30,https://www.samariterstiftung.de/sozialpsychiatrie/tagesklinik/panoramaklinik/
Tagesklinik für Kinder- und Jugendpsychiatrie und -psychotherapie,"Bunsenstraße 120, 71032 Böblingen",24,https://www.kn-calw.de/tagesklinik-fuer-kinder-jugendpsychiatrie-psychotherapie-boeblingen
Psychiatrische Tagesklinik Pforzheim &quot;Alte Mühle&quot;,"Ludwig-Wolf-Straße 1, 75181 Pforzheim Eutingen",30,https://www.kn-calw.de/psychiatrische-tagesklinik-pforzheim
Hegau-Jugendwerk GmbH,"Kapellenstraße 31, 78262 Gailingen",38,https://www.hegau-jugendwerk.de
Psychiatrische Tagesklinik Bad Säckingen,"Nagaistr. 3, 79713 Bad Säckingen",20,https://www.psychiatrische-tagesklinik-saeckingen.de
Tagesklinik für Psychiatrie und Psychotherapie Schwarzwald-Baar-Kreis,"Wilhelm-Schickard-Straße 11, 78052 VS-Villingen",25,http://www.VvPH.de
Tagesklinik für Psychiatrie und Psychotherapie Zollernalbkreis gGmbH,"Albrechtstraße 43, 72336 Balingen",25,http://www.VvPH.de
Psychiatrische Tagesklinik Lörrach,"Riesstraße 14, 79539 Lörrach",20,http://www.zfp-emmendingen.de
Tagesklinik für Psychiatrie und Psychotherapie Landkreis Tuttlingen,"Paul Ehrlich Weg 14, 78549 Spaichingen",43,http://www.VvPH.de
Mariaberg - Fachkrankenhaus Kinder- und Jugendpsychiatrie gGmbH,"Burghaldenstr. 12, 72501 Gammertingen",32,http://www.kjp-mariaberg.de
"Mariaberg - Fachkrankenhaus Kinder- und Jugendpsychiatrie gGmbH, Tagesklinik Albstadt","Kastanienstr. 21, 72458 Albstadt",14,http://www.kjp-mariaberg.de
Capio Blausteinklinik,"Erhard-Grözinger-Straße 102, 89134 Blaustein",27,http://www.capio-blausteinklinik.de
Psychiatrische Tagesklinik,"Merkurstraße 3, 88046 Friedrichshafen",20,http://www.tagesklinik-fn.de
Sozialzentrum am Rosensee,"Siegfried-Rischar-Straße 2 - 8, 63743 Aschaffenburg",8,http://sozialzentrum-am-rosensee.bezirk-unterfranken.de
Psychiatrische Tagesklinik Lindau,"Fischergasse 14, 88131 Lindau",1,https://www.bezirkskliniken-schwaben.de/kliniken/lindau.html
Evangelisches Geriatriezentrum Berlin gGmbH (EGZB),"Reinickendorfer Straße 61, 13347 Berlin",192,http://www.egzb.de
Ev. Fachkrankenhaus für Psychiatrie &amp;quot;Hildegard von Bingen&amp;quot;,"Suderöderstr. 11, 06502 Thale OT Neinstedt",52,https://www.neinstedt.de/esn/angebote/gesundheitsangebote/Evangelisches-Fachkrankenhaus-fuer-Psychiatrie-Hildegard-von-Bingen-in-Neinstedt.php
Psychiatrisches Krankenhaus Rickling (TK Bad Segeberg),"Schillerstraße 13a, 23795 Bad Segeberg",31,https://www.tagesklinik-badsegeberg.de
Psychiatrische Tagesklinik Plön,"Rodomstorstraße 30, 24306 Plön",15,http://www.bruecke-sh.de
Zentrum für Integrative Psychiatrie - ZIP gGmbH Campus Lübeck,"Ratzeburger Allee 160, 23538 Lübeck",N/A,http://www.zip-luebeck.de
Helios Lungenklinik Diekholzen,"Am Bahnberg 5, 31199 Diekholzen",N/A,N/A
Sophienklinik Vahrenwald,"Omptedastr. 10, 30165 Hannover",N/A,N/A
AGAPLESION EV. KLINIKUM SCHAUMBURG gemeinnützige GmbH,"Herminenstraße 12-13, 31675 Bückeburg",N/A,N/A
AGAPLESION EV. KLINIKUM SCHAUMBURG gemeinnützige GmbH Standort Rinteln,"Virchowstraße 5, 31737 Rinteln",N/A,N/A
AGAPLESION EV. KLINIKUM SCHAUMBURG gemeinnützige GmbH Standort Stadthagen,"Am Krankenhaus 1, 31655 Stadthagen",N/A,N/A
OsteMed Martin-Luther-Krankenhaus,"Dr.-Otto-Str. 2, 27404 Zeven",N/A,N/A
ARCHE Klinik,"Robert-Blum-Straße 7, 27574 Bremerhaven",N/A,http://diakonie-bhv.de/arche-klinik.html
Helios St. Vincenz Klinik,"Papendelle 6, 47051 Duisburg",N/A,N/A
Krankenhaus St. Franziskus,"Viersener Straße 450, 41063 Mönchengladbach",N/A,N/A
Herz-Jesu-Krankenhaus,"Hauptstraße 55, 51789 Lindlar",N/A,N/A
Fachkrankenhaus Bethel,"Maraweg 9, 33617 Bielefeld",N/A,N/A
LWL-Klinikum Tagesklinik Gütersloh,"Hermann-Simon-Straße 8, 33334 Gütersloh",N/A,N/A
LWL-Klinikum Tagesklinik Halle,"Moltkestraße 6, 33790 Halle",N/A,N/A
Vitos Klinikum Heppenheim Standort Erbach,"Erlenbacher Strasse 57, 64711 Erbach",N/A,N/A
Klinikum Bad Hersfeld – Herz-Kreislauf-Zentrum Klinikum Hersfeld-Rotenburg GmbH,"Heinz-Meise-Straße 100, 36199 Rotenburg a.d.F.",N/A,N/A
Diakonie-Krankenhaus Wehrda,"Hebronberg 5, 35041 Marburg/Lahn",N/A,N/A
"Diakonie-Krankenhaus Wehrda, Außenstelle Frankenberg","Forststraße 9, 35066 Frankenberg",N/A,N/A
Neurologische Akutklinik und Dienstleistungs GmbH &amp; Co.KG Werner Wicker,"Hardtstrasse 31a, 34596 Bad Zwesten",N/A,http://www.neurologische-akutklinik.de
St. Marienkrankenhaus,"Richard-Wagner-Straße 14, 60318 Frankfurt am Main",N/A,N/A
Seligenstadt,"Frankfurter Straße 51, 63500 Seligenstadt",N/A,http://www.emma-klinik.de
Psychiatrische Tagesklinik Bad Vilbel,"Frankfurter Str. 124, 61118 Bad Vilbel",N/A,N/A
"Katholisches Klinikum Mainz, Standort: St. Hildegardis Krankenhaus","Hildegardstr. 2, 55131 Mainz",N/A,N/A
Klinik Sonnenwende,"Sonnenwendstr. 86, 67098 Bad Dürkheim",N/A,https://www.median-kliniken.de/de/standorte/median-klinik-sonnenwende-bad-duerkheim/klinikprofil/
SLK-Kliniken Heilbronn GmbH - Krankenhaus Möckmühl,"Hahnenäcker 1, 74219 Möckmühl",N/A,N/A
St. Marien-Klinik,"Edgar-von-Gierke Str.  2, 76135 Karlsruhe",N/A,http://www.vidia-kliniken.de
Klinik Haus Vogt,"Dennenbergstr. 5, 79822 Titisee- Neustadt",N/A,http://www.klinik-haus-vogt.de
Vincentius Krankenhaus,"Mainaustr. 35, 78464 Konstanz",N/A,http://www.glkn.de/glkn/standorte/vincentius-krankenhaus-konstanz/vincentius-kn-startseite.php
Zentrum für Migrationspsychiatrie Reutlingen,"Krämerstraße 31, 72764 Reutlingen",N/A,N/A
Suchttagesklinik Reutlingen,"Kaiserstrasse 4, 72764 Reutlingen",N/A,N/A
Medical Park Loipl,"Thanngasse  15, 83483 Bischofswiesen ",N/A,N/A
HELIOS Kliniken Bad Grönenbach GmbH/ Akutpsychosomatik,"Sebastian-Kneipp-Allee  3a/5, 87730 Bad Grönenbach",N/A,N/A
Klinik Schöneberg,"Fuggerstraße 23, 10777 Berlin",N/A,https://www.klinik-schoeneberg.de/
MediClin Klinik am Brunnenberg,"Endersstraße 5, 08645 Bad Elster",N/A,http://www.klinik-am-brunnenberg.de
Johanniter-Krankenhaus Genthin,"Karower Straße 1-3, 39307 Genthin",N/A,N/A
"Psychiatrisch-psychotherapeut. Tagesklinik, Klinik für Psychiatrie u. Psychoth.","Darrplatz 1, 99510 Apolda",N/A,N/A
Fachklinik Aukrug Eine Klinik der Deutschen Rentenversicherung Nord,"Tönsheide 10, 24613 Aukrug",N/A,http://www.fachklinik-aukrug.de/willkommen.html
MEDIAN Reha-Zentrum Gyhum GmbH &amp; Co. KG,"Alfred-Kettner-Straße 1, 27404 Gyhum",N/A,N/A
Tagesklinik Walstedde GmbH,"Dorfstraße 9, 48317 Drensteinfurt",N/A,N/A
Fachkrankenhaus Eckardtsheim,"Verlerstr. 183, 33689 Bielefeld",N/A,N/A
Tagesklinik Bielefeld Süd,"Lindemannplatz 3, 33689 Bielefeld",N/A,N/A
